Organization,IP,Programme,Donor,Crisis,Status,BeneficiaryType,RuralUrban,Modality,RegionMap,DistrictMap,Settlement,Location,StartMonth,EndMonth,EndYear,LastUpdated,PIN,Target,PCM,CRFM,ReportYear,ProgrammeCategory,Id,Individuals,Households,Men,Women,Boys,Girls
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,Cash,Hiraan,Belet Weyne,Belet Weyne,Doonsubagle,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,633,673,88,101,100,236,235
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,Cash,Hiraan,Belet Weyne,Belet Weyne,Towfiiq,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,634,422,55,63,63,148,147
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Mixed,Cash,Hiraan,Belet Weyne,Belet Weyne,Cadaani,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,635,398,52,60,59,140,139
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2018,31/03/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,21,5400,900,920,953,1983,1544
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2018,30/04/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,35,1002,167,171,177,368,286
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Bulo Burto,Bulo Burto,N/A,30/11/2018,31/03/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,23,2400,400,409,424,881,686
DRC,DRC,EMERGENCY SHELTER,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Jalalaqsi,Jalalaqsi,N/A,30/11/2018,31/03/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,25,1200,200,250,242,358,350
DRC,DRC,NFI KITS,ECHO,Conflict/Insecurity,Completed,NIDP,Rural,In-Kind,Gedo,Doolow,Doolow,Kabasa,31/08/2021,31/10/2021,2021,31/10/2022,3200000,2500000,Unk,Unk,2021,NFI,776,1080,180,216,191,357,316
DRC,DRC,NFI KITS,ECHO,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,N/A,31/01/2019,31/05/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,39,1061,170,221,214,316,310
DRC,DRC,NFI KITS,ECHO,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Daynile,N/A,31/01/2019,31/10/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,130,1061,170,221,214,316,310
DRC,DRC,NFI KITS,ECHO,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Sanaag,Laasqoray,Badhan,Badhan,31/01/2021,31/10/2021,2021,31/10/2022,3200000,2500000,Unk,Unk,2021,NFI,777,1253,175,238,225,406,384
DRC,DRC,NFI KITS,ECHO,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa/Bardaale/Laanta 4A,N/A,28/02/2019,31/08/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,113,1320,220,396,462,198,264
DRC,DRC,NFI KITS,ECHO,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa/Bardaale/Laanta 4A,N/A,28/02/2019,31/10/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,129,1320,220,396,462,198,264
DRC,DRC,NFI KITS,ECHO,Drought,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa/Bardaale/Laanta 6A,N/A,31/01/2019,31/10/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,131,2100,350,630,735,315,420
DRC,DRC,NFI KITS,ECHO,Drought,Ongoing,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,30/04/2022,31/03/2023,2023,31/10/2022,3600000,1200000,No,No,2022,NFI,1125,3000,500,486,446,1078,990
DRC,DRC,NFI KITS,ECHO,Drought,Ongoing,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,30/04/2022,31/03/2023,2023,31/10/2022,3600000,1200000,No,No,2022,NFI,1202,3000,500,600,530,993,877
DRC,DRC,NFI KITS,ECHO,Drought,Ongoing,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/04/2022,31/03/2023,2023,31/10/2022,3600000,1200000,No,No,2022,NFI,1129,3000,500,450,448,1054,1048
DRC,DRC,NFI KITS,ECHO,Drought,Ongoing,NIDP,Urban,In-Kind,Mudug,Gaalkacyo,Gaalkacyo,N/A,30/04/2022,31/03/2023,2023,31/10/2022,3600000,1200000,No,No,2022,NFI,1131,3000,500,594,555,956,894
DRC,DRC,NFI KITS,ECHO,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,31/01/2022,28/02/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,987,4200,700,680,625,1509,1386
DRC,DRC,NFI KITS,ECHO,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,31/12/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,226,6060,1010,1261,1222,1807,1769
DRC,DRC,NFI KITS,ECHO,Flood,Ongoing,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,31/01/2021,31/12/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,1128,1620,270,243,242,569,566
DRC,DRC,NFI KITS,ECHO,Flood,Ongoing,NIDP,Mixed,In-Kind,Middle Shabelle,Jowhar,Jowhar,N/A,31/01/2021,31/12/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,1133,1080,180,221,201,345,314
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Wadajir,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,603,606,79,91,90,213,212
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Bilis Diid - NB-3815-F05-005,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,415,1140,149,171,170,400,398
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Buulo qorax,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,416,1230,160,185,184,432,430
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Alla-amin,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,417,1367,178,205,204,480,478
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Matanaha,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,418,575,75,86,86,202,201
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Rajo,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,419,591,77,89,88,208,207
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Qaboobe,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,NFI,420,707,92,106,106,248,247
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Dugane,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,602,607,79,91,91,213,212
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Doofil,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,604,697,91,105,104,245,244
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Dabbadey,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,605,733,96,110,109,257,256
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Daryeel,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,606,912,119,137,136,320,319
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Jumbur,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,607,965,126,145,144,339,337
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Fatxi,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,608,736,96,110,110,258,257
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Naxariis,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,609,564,74,85,84,198,197
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Shiilow,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,610,1436,187,215,214,504,502
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Kulmiye,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,611,525,68,79,78,184,183
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Cadileey,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,612,569,74,85,85,200,199
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Doonsubagle,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,613,673,88,101,100,236,235
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,Towfiiq,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,614,422,55,63,63,148,147
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Mixed,In-Kind,Hiraan,Belet Weyne,Belet Weyne,cadani,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,615,820,107,123,122,288,287
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2018,31/03/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,22,19596,3266,3340,3460,7194,5601
DRC,DRC,NFI KITS,SHF,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,31/12/2019,30/09/2020,2020,31/10/2022,2200000,1400000,No,Unk,2020,NFI,433,3270,427,491,488,1148,1143
DRC,DRC,NFI KITS,Unknown,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Baidoa,N/A,30/06/2021,31/08/2021,2021,31/10/2022,3200000,2500000,No,No,2021,NFI,774,3000,500,486,446,1078,990
DRC,DRC,NFI KITS,DANIDA,Drought,Planned,NIDP,Urban,In-Kind,Gedo,Belet Xaawo,Doolow,N/A,31/07/2022,31/12/2022,2022,31/10/2022,3600000,1200000,Yes,Yes,2022,NFI,1331,2610,435,513,448,881,768
DRC,DRC,DURABLE SHELTER,DANIDA,Drought,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,31/01/2019,28/02/2021,2021,31/10/2022,3200000,2500000,No,Unk,2021,SHELTER,773,1560,260,312,276,516,456
Human Appeal,Human Appeal,EMERGENCY SHELTER,Unknown,Protracted,Completed,PIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kahxda-Sirmaqabe,31/01/2022,28/02/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1036,2058,343,365,342,697,654
Human Appeal,Human Appeal,EMERGENCY SHELTER,Unknown,Protracted,Planned,PIDP,Urban,In-Kind,Banadir,Banadir,Hodan,Zoobe,30/11/2022,30/04/2023,2023,31/10/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1038,2058,343,365,342,697,654
Human Appeal,Human Appeal,EMERGENCY SHELTER,Human Appeal France,COVID-19,Completed,PIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kahxda-Sirmaqabe,30/06/2020,31/03/2021,2021,31/10/2022,3200000,2500000,Yes,No,2021,SHELTER,858,3600,600,638,598,1220,1144
Human Appeal,Human Appeal,NFI KITS,Unknown,Protracted,Completed,PIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kahxda-Sirmaqabe,31/01/2022,28/02/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,NFI,1037,2058,343,365,342,697,654
Human Appeal,Human Appeal,NFI KITS,Unknown,Protracted,Planned,PIDP,Urban,In-Kind,Banadir,Banadir,Hodan,Zoobe,30/11/2022,30/04/2023,2023,31/10/2022,3600000,1200000,Unk,Unk,2022,NFI,1039,2058,343,365,342,697,654
Human Appeal,Human Appeal,NFI KITS,Human Appeal France,Protracted,Completed,PIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Kahxda-Sirmaqabe,28/02/2021,28/02/2021,2021,31/10/2022,3200000,2500000,Yes,No,2021,NFI,857,3600,600,638,598,1220,1144
Human Appeal,Human Appeal,NFI KITS,Human Appeal France,Protracted,Completed,PIDP,Urban,In-Kind,Banadir,Banadir,Daynile,Daynile -Ramas,31/03/2021,30/06/2021,2021,31/10/2022,3200000,2500000,Yes,No,2021,NFI,859,3829,620,679,636,1297,1217
IOM,AVORD,NFI KITS,Unknown,Flood,Completed,NIDP,Urban,In-Kind,Middle Shabelle,Jowhar,Jowhar,N/A,31/05/2020,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,NFI,404,3000,492,613,558,958,871
IOM,AVORD,NFI KITS,Germany,Eviction,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,30/06/2021,30/06/2021,2021,31/10/2022,3200000,2500000,Yes,No,2021,NFI,860,3000,500,486,446,1078,990
IOM,AYUUB,NFI KITS,Germany,Eviction,Completed,NIDP,Urban,In-Kind,Lower Shabelle,Wanla Weyn,Yaaq Biri Weyne,N/A,30/09/2021,30/09/2021,2021,31/10/2022,3200000,2500000,No,No,2021,NFI,861,3000,500,553,459,1087,902
IOM,DRC,EAPS,DFID,Flood,Completed,NIDP,Urban,In-Kind,Hiraan,Belet Weyne,Belet Weyne,N/A,30/11/2019,30/11/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,205,18720,3120,3896,3776,5582,5466
IOM,DRC,NFI KITS,Unknown,Conflict/Insecurity,Completed,NIDP,Mixed,In-Kind,Galgaduud,Dhuusamarreeb,Gur,N/A,31/10/2021,30/11/2021,2021,31/10/2022,3200000,2500000,Yes,Unk,2021,NFI,862,4155,500,832,750,1353,1220
IOM,Human Appeal,EAPS,DFID,Flood,Completed,NIDP,Urban,In-Kind,Banadir,Banadir,Dharkenley,N/A,30/11/2019,31/12/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,228,3600,600,749,726,1073,1051
IOM,IOM,EAPS,DFID,Conflict/Insecurity,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,31/05/2018,30/04/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,28,8082,2002,1682,1630,2410,2360
IOM,IOM,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Gedo,Doolow,Doolow,N/A,31/10/2019,30/11/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,207,3000,500,624,605,895,876
IOM,IOM,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Gedo,Doolow,Doolow,N/A,31/10/2019,31/03/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,SHELTER,487,9000,1392,1777,1548,3032,2642
IOM,IOM,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Gedo,Garbahaarey,Doolow,N/A,31/10/2019,31/03/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,SHELTER,489,4500,705,902,794,1491,1313
IOM,IOM,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,Cash,Gedo,Luuq,Luuq,N/A,31/10/2019,31/03/2020,2020,31/10/2022,2200000,1400000,No,Yes,2020,SHELTER,490,12600,1908,2464,2090,4353,3692
IOM,IOM,EMERGENCY SHELTER,CERF,Drought,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,N/A,31/10/2019,31/03/2020,2020,31/10/2022,2200000,1400000,Yes,Yes,2020,SHELTER,488,3000,470,600,530,993,877
IOM,IOM,EMERGENCY SHELTER,CERF,Flood,Completed,NIDP,Urban,Cash,Bay,Baidoa,Berdale,N/A,31/12/2019,31/05/2020,2020,31/10/2022,2200000,1400000,No,Yes,2020,SHELTER,486,18000,2354,2916,2677,6468,5938
IOM,IOM,EMERGENCY SHELTER,CERF,Flood,Completed,NIDP,Urban,Cash,Gedo,Doolow,Doolow,Kabasa/Qansaxley/DHagaxley/GarbooloW,30/06/2020,30/09/2020,2020,31/10/2022,2200000,1400000,No,Yes,2020,SHELTER,492,12042,1889,2408,2127,3986,3520
IOM,IOM,EMERGENCY SHELTER,CERF,Eviction,Completed,EVIC,Urban,Cash,Bay,Baidoa,Baidoa,N/A,31/10/2019,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,484,6000,785,972,892,2156,1979
IOM,IOM,EMERGENCY SHELTER,DFID,Eviction,Completed,EVIC,Urban,Cash,Bay,Baidoa,Baidoa,N/A,31/03/2020,31/05/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,483,6000,785,972,892,2156,1979
IOM,IOM,EMERGENCY SHELTER,DFID,Eviction,Completed,NIDP,Urban,Cash,Bay,Baidoa,Baidoa,Barwaqo2 (new relocation site),31/12/2020,31/03/2021,2021,31/10/2022,3200000,2500000,Yes,Yes,2021,SHELTER,865,6977,1009,1130,1038,2507,2302
IOM,IOM,EMERGENCY SHELTER,BHA,Drought,Planned,NIDP,Rural,Cash + In-Kind,Gedo,Doolow,Doolow,Ladan,31/10/2022,30/11/2022,2022,31/10/2022,3600000,1200000,Unk,Yes,2022,SHELTER,1399,9000,1500,1800,1590,2979,2631
IOM,IOM,NFI KITS,CERF,Flood,Completed,NIDP,Urban,Cash,Bay,Baidoa,Berdale,N/A,31/12/2019,31/03/2020,2020,31/10/2022,2200000,1400000,No,Yes,2020,NFI,485,18000,2354,2916,2677,6468,5938
IOM,IOM,NFI KITS,DFID,Eviction,Completed,NIDP,Urban,Cash,Bay,Baidoa,Baidoa,Barwaqo2 (new relocation site),31/12/2020,31/03/2021,2021,31/10/2022,3200000,2500000,Yes,Yes,2021,NFI,864,6977,1009,1130,1038,2507,2302
IOM,IOM,NFI KITS,ECHO,Drought,Completed,NIDP,Mixed,Cash,Gedo,Doolow,Doolow,N/A,31/01/2022,31/03/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,NFI,1043,6138,1023,1228,1084,2032,1794
IOM,IOM,NFI KITS,ECHO,Drought,Completed,NIDP,Mixed,Cash,Gedo,Doolow,Doolow,Kabasa & Qansaxley,31/12/2021,31/01/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,1042,1415,220,283,250,468,414
IOM,IOM,NFI KITS,Unknown,Flood,Completed,NIDP,Urban,In-Kind,Gedo,Doolow,Doolow,Kabasa/Qansaxley/DHagaxley/GarbooloW,31/05/2020,30/09/2020,2020,31/10/2022,2200000,1400000,No,No,2020,NFI,491,3332,523,666,589,1103,974
IOM,IOM,NFI KITS,OFDA/BHA,Flood,Completed,NIDP,Urban,Cash,Bari,Bossaso,Bossaso,Biya Kulele IDP site; Benadir B IDP site; Shabeele B IDP site; Raaf iyo Raxo IDP site; Shabeela A IDP site; Buur Cad village; Balade Village; Bandar Khassim village; Biyo Kulule Village,31/12/2020,31/03/2021,2021,31/10/2022,3200000,2500000,Yes,Yes,2021,NFI,866,9000,1500,1712,1668,2847,2773
IOM,IOM,NFI KITS,ECHO & GFFO,Drought,Completed,NIDP,Urban,Cash,Lower Juba,Afmadow,Afmadow,N/A,31/12/2021,31/01/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,1045,2158,927,388,348,750,673
IOM,IOM,NFI KITS,JSB,Drought,Completed,NIDP,Mixed,In-Kind,Gedo,Doolow,Doolow,Kabasa & Qansaxley,31/01/2022,31/01/2022,2022,31/10/2022,3600000,1200000,No,No,2022,NFI,1041,3439,500,688,608,1138,1005
IOM,IOM,NFI KITS,BHA,Drought,Ongoing,NIDP,Rural,Cash + In-Kind,Bay,Baidoa,Baidoa,N/A,31/08/2022,30/11/2022,2022,31/10/2022,3600000,1200000,Unk,Yes,2022,NFI,1400,2400,400,389,357,862,792
IOM,IOM,TRANSITIONAL SHELTER,ECHO,Relocation,Completed,EVIC,Urban,Cash,Bay,Baidoa,Baidoa,N/A,30/06/2019,31/07/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,89,6000,1000,1249,1210,1789,1752
IOM,IOM,TRANSITIONAL SHELTER,ECHO,Eviction,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,Alfurqan3 & Bula Barde,31/10/2021,31/05/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1040,1383,200,224,206,497,456
IOM,IOM,TRANSITIONAL SHELTER,Germany,Drought,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,Buurheybe / Garisaane,31/12/2020,31/03/2021,2021,31/10/2022,3200000,2500000,Yes,Yes,2021,SHELTER,863,1200,200,194,178,431,396
IOM,IOM,TRANSITIONAL SHELTER,OFDA/BHA,Drought,Completed,PIDP,Urban,Cash,Bay,Baidoa,Baidoa,"Yarabi, Isha Village",30/04/2021,31/10/2021,2021,31/10/2022,3200000,2500000,No,No,2021,SHELTER,867,360,50,58,54,129,119
IOM,IOM,TRANSITIONAL SHELTER,JSB,Protracted,Completed,PIDP,Rural,Cash,Gedo,Doolow,Doolow,Kabasa & Qansaxley,31/01/2022,31/05/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1044,1512,200,302,267,500,442
IOM,IOM,PLASTIC SHEET,ECHO,Drought,Completed,NIDP,Mixed,In-Kind,Bay,Baidoa,Baidoa,MRP Zones,31/05/2022,30/09/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1201,45720,7620,7407,6800,16430,15083
IOM,IOM,PLASTIC SHEET,ECHO,Drought,Completed,NIDP,Mixed,In-Kind,Bay,Baidoa,Baidoa,MRP Zones,31/07/2022,30/09/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,SHELTER,1493,8754,1459,1418,1302,3146,2888
IOM,IOM,PLASTIC SHEET,FCDO,Drought,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Kaxda,Khada,30/09/2022,30/09/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1402,23731,2835,4205,3944,8040,7541
IOM,IOM,PLASTIC SHEET,FCDO,Drought,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Kaxda,Khada,31/05/2022,31/08/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1200,23645,5061,4190,3930,8011,7514
IOM,IOM,PLASTIC SHEET,FCDO,Drought,Ongoing,NIDP,Mixed,In-Kind,Bay,Baidoa,Baidoa,MRP Zones,30/09/2022,30/11/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1403,18546,3091,3005,2758,6665,6118
IOM,IOM,PLASTIC SHEET,FCDO,Protracted,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Daynile,Deynille,30/09/2022,30/09/2022,2022,31/10/2022,3600000,1200000,No,No,2022,SHELTER,1401,15396,2566,2728,2559,5216,4892
IOM,IOM,PLASTIC SHEET,BHA,Drought,Planned,NIDP,N/A,Cash + In-Kind,Bay,Baidoa,Baidoa,N/A,30/11/2022,30/11/2022,2022,31/10/2022,3600000,1200000,No,Unk,2022,SHELTER,1538,9000,1500,1458,1339,3234,2969
IOM,INTERSOS,EAPS,DFID,Flood,Completed,NIDP,Urban,In-Kind,Bay,Baidoa,Berdale,N/A,30/11/2019,30/11/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,206,2400,400,499,484,716,701
IOM,INTERSOS,NFI KITS,DFID,Flood,Completed,NIDP,Urban,In-Kind,Middle Shabelle,Balcad,Balad,N/A,30/09/2019,30/09/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,NFI,120,2400,400,409,424,881,686
IOM,IVDO,NFI KITS,JSB,Drought,Completed,NIDP,Mixed,In-Kind,Middle Shabelle,Balcad,Balcad,Gargaar I and II,30/06/2022,30/06/2022,2022,31/10/2022,3600000,1200000,Unk,Unk,2022,NFI,1209,6000,1000,1235,1071,1978,1716
IOM,SOVA,PLASTIC SHEET,FCDO,Drought,Completed,NIDP,Mixed,In-Kind,Banadir,Banadir,Daynile,Taakulo and Xamar-bile,31/07/2022,30/09/2022,2022,31/10/2022,3600000,1200000,Unk,Yes,2022,SHELTER,1398,29580,3014,5242,4917,10022,9400
NRC,NRC,EMERGENCY SHELTER,DFID,Conflict/Insecurity,Completed,NIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,31/07/2017,30/11/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,214,6000,1000,1249,1210,1789,1752
NRC,NRC,EMERGENCY SHELTER,DFID,Flood,Completed,NIDP,Urban,Cash,Bay,Baidoa,Baidoa,N/A,31/07/2019,31/01/2020,2020,31/10/2022,2200000,1400000,Unk,Unk,2020,SHELTER,497,33367,4364,5406,4963,11990,11008
NRC,NRC,EMERGENCY SHELTER,ECHO,Flood,Completed,HOST,Urban,Cash,Bari,Qardho,Qardho,N/A,31/01/2020,30/06/2020,2020,31/10/2022,2200000,1400000,No,No,2020,SHELTER,498,720,122,137,133,228,222
NRC,NRC,EMERGENCY SHELTER,SHF,Conflict/Insecurity,Completed,NIDP,Rural,Cash,Bari,Bandarbeyla,Bandarbayla,N/A,30/09/2018,31/03/2019,2019,31/10/2022,2300000,1600000,Unk,Unk,2019,SHELTER,16,1200,200,180,180,420,420
